name,int,auto,init,type,field,method,dyn,size
VMT_42D7AC_TButton,0,0,0,4380940,0,0,4380876,536
VMT_42AB4C_TTimer,0,0,0,4369372,0,0,4369352,68
VMT_4292B8_TCommonDialog,0,0,0,4363128,0,0,4363076,88
VMT_4146B4_TBasicAction,0,0,0,4278116,0,0,4278088,84
VMT_440244_TContainedAction,0,0,4457176,4457244,0,0,4457194,96
VMT_440560_TCustomAction,0,0,4457984,4458052,0,0,4458018,160
VMT_42EACC_THintAction,0,0,0,4385660,0,0,0,160
VMT_413B8C_TStrings,0,0,4275288,4275320,0,0,0,16
VMT_413CBC_TStringList,0,0,0,4275632,0,0,0,48
VMT_440444_TShortCutList,0,0,0,4457788,0,0,0,48
VMT_413AA0_TInterfacedPersistent,4274813,0,4274940,4274984,0,0,0,12
VMT_41DA84_TPicture,4315746,0,4315872,4315920,0,0,4315890,44
VMT_41D930_TGraphic,4315406,0,0,4315640,0,0,4315616,40
VMT_833FD0_TJPEGImage,0,0,0,8601744,0,0,0,72
VMT_41DE74_TIcon,0,0,0,4316976,0,0,0,52
VMT_41DD30_TBitmap,0,0,0,4316664,0,0,0,60
VMT_41DBF0_TMetafile,0,0,0,4316336,0,0,0,48
VMT_41395C_TBits,0,0,0,0,0,0,0,12
VMT_413904_TThreadList,0,0,0,0,0,0,0,36
VMT_4138A0_TList,0,0,0,0,0,0,0,16
VMT_8540F8_TObjectList,0,0,0,0,0,0,0,20
VMT_4FD79C_TCheatList,0,0,0,0,0,0,0,16
VMT_4439E8_TPopupList,0,0,0,0,0,0,0,20
VMT_431D14_TSiteList,0,0,0,0,0,0,0,16
VMT_426648_TObjectList,0,0,0,0,0,0,0,20
VMT_4214B8_TFileFormatsList,0,0,0,0,0,0,0,16
VMT_40FE3C_TCustomVariantType,4259354,0,0,0,0,0,0,12
VMT_4093B4_TThreadLocalCounter,0,0,0,0,0,0,0,68
VMT_408914_Exception,0,0,4229472,0,0,0,0,12
VMT_4BC6BC_EDirectXRender,0,0,0,0,0,0,0,16
VMT_468F20_EBlockPar,0,0,0,0,0,0,0,16
VMT_456794_ExceptionExpressionEC,0,0,0,0,0,0,0,12
VMT_442BBC_EMenuError,0,0,0,0,0,0,0,12
VMT_427310_EHelpSystemException,0,0,0,0,0,0,0,12
VMT_41CFE0_EInvalidGraphicOperation,0,0,0,0,0,0,0,12
VMT_41CF84_EInvalidGraphic,0,0,0,0,0,0,0,12
VMT_834154_EJPEG,0,0,0,0,0,0,0,12
VMT_41438C_EThread,0,0,0,0,0,0,0,12
VMT_413840_EInvalidOperation,0,0,0,0,0,0,0,12
VMT_413788_EComponentError,0,0,0,0,0,0,0,12
VMT_413728_EStringListError,0,0,0,0,0,0,0,12
VMT_4136D0_EBitsError,0,0,0,0,0,0,0,12
VMT_413678_EListError,0,0,0,0,0,0,0,12
VMT_41361C_EResNotFound,0,0,0,0,0,0,0,12
VMT_413348_EStreamError,0,0,0,0,0,0,0,12
VMT_4134B8_EFilerError,0,0,0,0,0,0,0,12
VMT_4135C0_EClassNotFound,0,0,0,0,0,0,0,12
VMT_413568_EWriteError,0,0,0,0,0,0,0,12
VMT_413510_EReadError,0,0,0,0,0,0,0,12
VMT_4133A4_EFileStreamError,0,0,0,0,0,0,0,12
VMT_413460_EFOpenError,0,0,0,0,0,0,0,12
VMT_413404_EFCreateError,0,0,0,0,0,0,0,12
VMT_409300_ESafecallException,0,0,0,0,0,0,0,12
VMT_4092A8_EOSError,0,0,0,0,0,0,0,16
VMT_40924C_EIntfCastError,0,0,0,0,0,0,0,12
VMT_4091F0_EAbstractError,0,0,0,0,0,0,0,12
VMT_409190_EAssertionFailed,0,0,0,0,0,0,0,12
VMT_409134_EVariantError,0,0,0,0,0,0,0,12
VMT_410360_EVariantDispatchError,0,0,0,0,0,0,0,12
VMT_4102FC_EVariantUnexpectedError,0,0,0,0,0,0,0,12
VMT_410294_EVariantOutOfMemoryError,0,0,0,0,0,0,0,12
VMT_410230_EVariantNotImplError,0,0,0,0,0,0,0,12
VMT_4101C8_EVariantArrayCreateError,0,0,0,0,0,0,0,12
VMT_410160_EVariantArrayLockedError,0,0,0,0,0,0,0,12
VMT_4100FC_EVariantBadIndexError,0,0,0,0,0,0,0,12
VMT_410098_EVariantBadVarTypeError,0,0,0,0,0,0,0,12
VMT_410034_EVariantInvalidArgError,0,0,0,0,0,0,0,12
VMT_40FFD0_EVariantOverflowError,0,0,0,0,0,0,0,12
VMT_40FF6C_EVariantTypeCastError,0,0,0,0,0,0,0,12
VMT_40FF08_EVariantInvalidOpError,0,0,0,0,0,0,0,12
VMT_408F6C_EConvertError,0,0,0,0,0,0,0,12
VMT_408F10_EInvalidCast,0,0,0,0,0,0,0,12
VMT_408AE0_EExternal,0,0,0,0,0,0,0,16
VMT_4090DC_EControlC,0,0,0,0,0,0,0,16
VMT_409080_EStackOverflow,0,0,0,0,0,0,0,16
VMT_409028_EPrivilege,0,0,0,0,0,0,0,16
VMT_408FC8_EAccessViolation,0,0,0,0,0,0,0,16
VMT_408CFC_EMathError,0,0,0,0,0,0,0,16
VMT_408E5C_EUnderflow,0,0,0,0,0,0,0,16
VMT_408E04_EOverflow,0,0,0,0,0,0,0,16
VMT_408DAC_EZeroDivide,0,0,0,0,0,0,0,16
VMT_408D54_EInvalidOp,0,0,0,0,0,0,0,16
VMT_408B98_EIntError,0,0,0,0,0,0,0,16
VMT_408CA0_EIntOverflow,0,0,0,0,0,0,0,16
VMT_408C48_ERangeError,0,0,0,0,0,0,0,16
VMT_408BF0_EDivByZero,0,0,0,0,0,0,0,16
VMT_408B38_EExternalException,0,0,0,0,0,0,0,16
VMT_408A88_EInOutError,0,0,0,0,0,0,0,16
VMT_4089D0_EHeapException,0,0,0,0,0,0,0,16
VMT_408EB4_EInvalidPointer,0,0,0,0,0,0,0,16
VMT_408A2C_EOutOfMemory,0,0,0,0,0,0,0,16
VMT_4137E4_EOutOfResources,0,0,0,0,0,0,0,16
VMT_40897C_EAbort,0,0,0,0,0,0,0,12
VMT_4AE840_EBreakMessageGI,0,0,0,0,0,0,0,12
VMT_4011E0_TInterfacedObject,4198845,0,0,0,0,0,0,12
VMT_431808_TDockTree,4397032,0,0,0,0,0,0,120
VMT_42ED68_TWinHelpViewer,4386064,0,4386228,0,0,0,0,36
VMT_4274E4_THelpManager,4355239,0,4355376,0,0,0,0,48
VMT_4141B4_TStreamAdapter,4276626,0,0,0,0,0,0,24
VMT_409490_TMultiReadExclusiveWriteSynchronizer,4232304,0,0,0,0,0,0,48
